id	summary	text	category
81	Suprisingly comfortable design and good sound	I have found that I do not like earbuds, the little &quot;clip on&quot; individual ear headphones, and pretty much anything other than traditional &quot;over the head&quot; stereophones, so I was pleasantly suprised when the Sony MDR-G series actually fit me well. I have the MDR-G57 and MDR-G52 and enjoy both. The G52s were very tough and lasted over three years before the bass started to rattle and the earpeice started to come undone.Overall, these are very good heaphones but seem a bit overpriced. Many people with long hair or earings may find them uncomfortable or hard to put on and take off because the headband goes *behind* your head not over your head. However, big heads and big ears are not a problem as I have both.Some major pros to the design is that it is very comfortable for me (even for long term use for homework and stuff), very durable (mine have lived in my backpack for the years they survived), and generally nice looking (especially the G52 -- I could do without the yellow on the G57s).However, no matter how you slice it you are definitely paying a premium for the Sony name. They are durable and sound very good, but for the money you could buy better sounding headphones from Koss or Aiwa and enjoy your music more. Definitely look at other brands, and if you like these Sony's the most go for it. You won't be disappointed.	0
82	Easy to install, insanely thin	This thing is like paper thin, seriously pictures don't do it justice. A breeze to install, I connected the coax to the tv, put this on a book shelf next to the tv, and viola, 60 channels or so in fresh to death HD. Its about 1/2 - 3/4 size of a regular piece of paper and just as thin.	0
83	Length matters!	What kind of review can I make about a set of cables? They work as advertised, and the length is perfect for me.	0
84	Good product	Happy and easy to instal	0
85	GGS III LCD Screen Protector Glass for Nikon D300S D300	I have bought this product before for my other cameras and I love it very much. I have not put this one on my new camera but I am sure it will not only fit but it will be as good as the others ones I have in my other cameras. I love this product.	0
86	Phillips SPS6038A / 17 Home Charging Station	This Phillips SPS6038A / 17 Home Charging Station is definitely energy efficient. Plus the affordable asking price and the fact that this nice-to-have handy device doesn't take up much space at all is most assuredly an upside to owning this item. Only possible downside I see is that the Charging Station takes awhile to recharge itself - a good five or six hours. Wanted to also make note that this gadget has no set-up or assembly necessary whatsoever. You simply take it out of the box and it's ready to use. How convenient is that? Recommended.	1
87	this was a used item sold as new	I bought this as NEW device, came with nick on screen and half of a screen protector. I dealt with that. Installed AVG then found out it has been rooted. Nice, I also purchased a warranty for this stupid thing. This company is selling things as new when they are not and allowing you to purchase warranties that are not even good. I will NEVER do business with this company again. I hope Amazon takes action against this company because this is fraud. If the tablet was indeed new and was not rooted then the tablet would most likely get 4 stars.	1
88	"Recommended to those looking for a 40"" SMART LED TV"	This beautifully clear, life like, brilliant colors, thin, efficient, Smart TV will guarantee to please you.Only issue is Samsung Software need to provide an updated download that allows wireless keyboard and mice to connect to this model.Otherwise I am very happy with my choice.	0
89	Love These	My portable hard drive came with a very short cable that was inconvenient.  These are perfect and long enough that I can set up my drive in an out of the way place.	0
90	Yep	"I love this keywoard. The keys stick out a lot, like the mechanical keyboards. It's very easy to type on, and it's very fast. I'm so glad I got rid of my old ""flat key"" keyboard."	0
91	Nice protector	Great for the price, easy to use and fits perfectly on my tablet.  Definitely had to put a screen protector because my 3 YO daughter likes to play with the tablet, so a little bit extra protection was needed.	0
92	don't spend your money	i purchase this hood back in may.is horrible docent tide,cams lose. the one star is for the shipping, was on time	1
